6251812952,0.02499,0.07959,237
6251974185,0.02499,0.03339,189
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
6249834537,0.05627,0.0202,222
6249834537,0.05627,0.0202,222
6252020264,0.0813,0.0874,83
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
6249834537,0.05627,0.0202,222
6249834537,0.05627,0.0202,222
6252020264,0.0813,0.0874,83
6251974185,0.02499,0.03339,189
6231386586,0.01874,0.01244,82
6231386586,0.01874,0.01244,82
4923128384,0.125,0.02057,280
5285926325,0.0625,0.006218,198
4392480606,0.0625,0.06335,130
4392480606,0.0625,0.06335,130
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
6252020264,0.0813,0.09009,83
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
6252020264,0.0813,0.08704,83
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
4392480606,0.0625,0.06335,130
4392480606,0.0625,0.06335,130
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
6124898063,0.0125,0.002331,20
6124898063,0.0125,0.002331,20
6124898063,0.0125,0.002331,20
6124898063,0.0125,0.002331,20
6238340468,0.0625,0.03961,190
6238340468,0.0625,0.03961,190
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08789,83
6251974185,0.02499,0.03339,189
6251974185,0.02499,0.03339,189
5912313637,0.03125,0.006836,149
5912313637,0.03125,0.006836,149
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08582,83
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08862,83
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.09094,83
6249834537,0.05627,0.0202,222
6249834537,0.05627,0.0202,222
6252020264,0.0813,0.08606,83
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
6252020264,0.0813,0.1002,83
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
6252020264,0.0813,0.08801,83
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08374,83
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08606,83
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.09094,83
6238340468,0.0625,0.03961,190
6238340468,0.0625,0.03961,190
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08521,83
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08594,83
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08496,83
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08374,83
6251974185,0.02499,0.03339,189
6252007148,0.01874,0.007767,178
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08582,83
6124898063,0.0125,0.002331,20
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
6252020264,0.0813,0.08447,83
4392480606,0.0625,0.06335,130
4392480606,0.0625,0.06335,130
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
5950955866,0.03125,0.01605,57
5950955866,0.03125,0.01605,57
4392480606,0.0625,0.06335,130
4392480606,0.0625,0.06335,130
6251995937,0.06873,0.01193,215
6251995937,0.06873,0.01193,215
4392480606,0.0625,0.06335,130
4392480606,0.0625,0.06335,130
515042969,0.01562,0.01553,269
515042969,0.01562,0.01553,269
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08594,83
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08667,83
6238340468,0.0625,0.03961,190
6238340468,0.0625,0.03961,190
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08533,83
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6218406404,0.04065,0.02069,294
6252020264,0.0813,0.08582,83
6238340468,0.0625,0.03961,190
6238340468,0.0625,0.03961,190
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
6249834537,0.05627,0.0202,222
6249834537,0.05627,0.0202,222
6252020264,0.0813,0.08435,83
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
6221861800,0.0125,0.0159,226
